instrument_key,symbol,sector,industry,basic_industry
INE0JPD01013,SANATHAN,Textiles,Textiles & Apparels,Other Textile Products
INE037Z01029,CEWATER,Utilities,Other Utilities,Waste Management
INE284H01025,DAMCAPITAL,Financial Services,Capital Markets,Stockbroking & Allied
INE454P01035,TRANSRAILL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE0TO701015,MAMATA,Capital Goods,Industrial Manufacturing,Industrial Products
INE0RB801010,SENORES,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0V7W01012,CARRARO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE781S01027,VENTIVE,Consumer Services,Leisure Services,Hotels & Resorts
INE0U3I01011,UNIMECH,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE0A8401016,CITICHEM,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
INE379A01028,ITCHOTELS,Consumer Services,Leisure Services,Hotels & Resorts
INE0ZHT01012,TECHNICHEM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE622H01018,INDOFARM,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE0RH001011,VANDU,Fast Moving Consumer Goods,Food Products,Other Food Products
INE0QQJ01021,PARMESHWAR,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0Q2L01013,DAVIN,Textiles,Textiles & Apparels,Garments & Apparels
INE0HSD01011,FABCLEAN,Capital Goods,Industrial Manufacturing,Industrial Products
INE0M4D01010,SETL,Capital Goods,Industrial Manufacturing,Industrial Products
INE0FK501019,INDOBELL,Capital Goods,Industrial Products,Other Industrial Products
INE00ST01011,BRGIL,Construction,Construction,Civil Construction
INE0LRY01011,QUADFUTURE,Capital Goods,Industrial Products,Cables - Electricals
INE0NQ401024,AVAX,Textiles,Textiles & Apparels,Other Textile Products
INE0WO601020,LAXMIDENTL,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE0CFH01028,RIKHAV,Financial Services,Capital Markets,Stockbroking & Allied
INE12QA01010,LGLL,Consumer Services,Leisure Services,"Tour, Travel Related Services"
INE0RYC01010,STALLION,Chemicals,Chemicals & Petrochemicals,Industrial Gases
INE0WXM01011,CNINFOTECH,Information Technology,IT - Software,Computers - Software & Consulting
INE526E01018,SHRIPISTON,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE0R4L01018,DENTA,Utilities,Other Utilities,Water Supply & Management
INE0AK901016,RRECL,Realty,Realty,"Residential, Commercial Projects"
INE0WDX01010,CLN,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE0RWU01016,GBLOGISTIC,Services,Transport Services,Logistics Solution Provider
INE0DZD01015,HMEML,Construction,Construction,Civil Construction
INE943P01029,AGARWALEYE,Healthcare,Healthcare Services,Hospital
INE0YON01014,MALPANI,Capital Goods,Industrial Products,Plastic Products - Industrial
INF740KA1VE5,NEXT30ADD,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
INE0U2L01017,AMWILL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0W0H01017,SOLARIUM,Construction,Construction,Civil Construction
INE03CC01015,JUBLCPL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE274Y01021,AJAXENGG,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE0R8101016,COVANCE,Information Technology,IT - Software,Computers - Software & Consulting
INE093A01041,HEXT,Information Technology,IT - Software,Computers - Software & Consulting
INE0O9T01021,BAJAJINDEF,Capital Goods,Industrial Manufacturing,Industrial Products
INE0TD301017,SHANMUGA,Healthcare,Healthcare Services,Hospital
INE0FFF01017,LKMEHTA,Capital Goods,Industrial Products,Plastic Products - Industrial
INE0SII01026,QPOWER,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE0TIR01017,SWASTH,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE13VU01016,BEEZAASAN,Chemicals,Chemicals & Petrochemicals,Explosives
INE0VYX01018,NUKLEUS,Services,Commercial Services & Supplies,Diversified Commercial Services
INE0NR501012,VIKRAMAR,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE0RXS01018,SHREENATH,Services,Commercial Services & Supplies,Trading & Distributors
INE0VNH01014,NAPSGLOBAL,Textiles,Textiles & Apparels,Other Textile Products
INF769K01ON4,SELECTIPO,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
INE0ABU01016,PSPL,Services,Transport Services,Logistics Solution Provider
INE0I0M01023,PRABHA,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
INE16IQ01014,SUPERIRON,Capital Goods,Industrial Products,Castings & Forgings
INE0SMW01011,PPARIVAH,Services,Transport Services,Logistics Solution Provider
INE01EO01010,SPECTRUM,Capital Goods,Industrial Manufacturing,Industrial Products
INE0TGG01014,DESCO,Construction,Construction,Civil Construction
INE0PA401012,IDENTIXWEB,Information Technology,IT - Software,Computers - Software & Consulting
INE1NPP01017,ENRIN,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE0KWJ01014,RETAGGIO,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE10XX01012,SPINAROO,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE12IB01015,INFONATIVE,Information Technology,IT - Services,IT Enabled Services
INE1VXE01018,STLNETWORK,Telecommunication,Telecom - Services,Other Telecom Services
INE0FFK01017,NPST,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
INE0LEZ01016,ATHERENERG,Automobile and Auto Components,Automobiles,2/3 Wheelers
INE0AOG01018,KENRIK,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE0RJ901010,SRIGEE,Capital Goods,Industrial Manufacturing,Industrial Products
INE0MV001018,MANOJJEWEL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE039O01029,JASH,Capital Goods,Industrial Manufacturing,Industrial Products
INE14LE01019,ABLBL,Consumer Services,Retailing,Speciality Retail
INE16SF01016,BORANA,Textiles,Textiles & Apparels,Other Textile Products
INE894V01022,BELRISE,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE1ABX01018,UNIFIED,Information Technology,IT - Services,IT Enabled Services
INE0INX01018,AEGISVOPAK,"Oil, Gas & Consumable Fuels",Oil,Oil Storage & Transportation
INE0AQ201015,THELEELA,Consumer Services,Leisure Services,Hotels & Resorts
INE0TG901011,ASTONEALAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0BX301013,PROSTARM,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE090501011,SCODATUBES,Capital Goods,Industrial Products,Iron & Steel Products
INE0TE101010,3BFILMS,Capital Goods,Industrial Products,Packaging
INE0U4701011,DIGITIDE,Information Technology,IT - Services,IT Enabled Services
INE0U4101014,BLUSPRING,Services,Commercial Services & Supplies,Diversified Commercial Services
INE0GGO01015,KRISHIVAL,Fast Moving Consumer Goods,Food Products,Other Food Products
INE0XCV01014,ATENPAPERS,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE0BYP01024,OSWALPUMPS,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE0H9P01028,ARIS,Construction Materials,Other Construction Materials,Other Construction Materials
INE1SY401010,RAYMONDREL,Realty,Realty,"Residential, Commercial Projects"
INE236E01022,ELLEN,Chemicals,Chemicals & Petrochemicals,Industrial Gases
INE0ZDY01011,ABRFL,Fast Moving Consumer Goods,Food Products,Other Food Products
INE227J01012,KALPATARU,Realty,Realty,"Residential, Commercial Projects"
INE0V3U01015,GLOBECIVIL,Construction,Construction,Civil Construction
INE0XRR01010,AJCJEWEL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE0Y0E01012,ICON,Services,Commercial Services & Supplies,Diversified Commercial Services
INE0SC101013,SEVL,Automobile and Auto Components,Automobiles,2/3 Wheelers
INE756I01012,HDBFS,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE12NJ01018,SAMBHV,Capital Goods,Industrial Products,Iron & Steel Products
INE0S9X01011,ACEALPHA,Information Technology,IT - Software,Computers - Software & Consulting
INE05J901018,IGCL,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE130701019,VALINDIA,Consumer Services,Leisure Services,Hotels & Resorts
INE0UZO01024,NEETUYOSHI,Capital Goods,Industrial Products,Castings & Forgings
INE0W1601012,ADCOUNTY,"Media, Entertainment & Publication",Media,Web based media and service
INE0RDJ01019,VANDAN,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE0TBQ01014,MARCLOIRE,Consumer Durables,Consumer Durables,Footwear
INE0S4R01014,CRIZAC,Consumer Services,Retailing,Internet & Catalogue Retail
INE0TL001013,CRYOGENIC,Capital Goods,Industrial Manufacturing,Industrial Products
INE162901016,METAINFO,Information Technology,IT - Services,IT Enabled Services
INE0VWL01017,CHEMKART,Fast Moving Consumer Goods,Food Products,Other Food Products
INE103V01028,TRAVELFOOD,Consumer Services,Leisure Services,Restaurants
INE0UMC01019,GLEN,Capital Goods,Industrial Products,Packaging
INE0SJX01015,APL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE28GN01010,ADVENTHTL,Consumer Services,Leisure Services,Hotels & Resorts
INE0NAZ01010,SMARTWORKS,Services,Commercial Services & Supplies,Diversified Commercial Services
INE124Y01028,PASHUPATI,Textiles,Textiles & Apparels,Other Textile Products
INE0CZ201020,ANTHEM,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
INE0TGX01019,CHEMBONDCH,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE0LCG01010,MONIKA,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE0PTF01017,SWASTIKAAL,Capital Goods,Industrial Products,Castings & Forgings
INE0V0L01028,MSECL,Services,Commercial Services & Supplies,Consulting Services
INE06ST01018,INDIQUBE,Services,Commercial Services & Supplies,Diversified Commercial Services
INE18JU01028,EBGNG,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE219Y01026,RMDRIP,Capital Goods,Industrial Products,Plastic Products - Industrial
INE03NU01014,BRIGHOTEL,Consumer Services,Leisure Services,Hotels & Resorts
INE0FMZ01045,SHREEREF,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE06ZD01017,SHANTIGOLD,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE161701011,PATELCHEM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE505V01016,EUROBOND,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE15WN01014,REPONO,"Oil, Gas & Consumable Fuels",Oil,Oil Storage & Transportation
INE1P1A01018,UML,Consumer Services,Retailing,Speciality Retail
INE06WU01026,LAXMIINDIA,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE819V01029,CPPLUS,Capital Goods,Industrial Manufacturing,Industrial Products
INE301O01023,NSDL,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
INE1LJ801017,BDI,Capital Goods,Industrial Products,Plastic Products - Industrial
INE0V9Q01010,LOTUSDEV,Realty,Realty,"Residential, Commercial Projects"
INE08N601015,MBEL,Construction,Construction,Civil Construction
INE14OX01013,TAKYON,Information Technology,IT - Services,IT Enabled Services
INE1KH601014,MEHUL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE0W4K01013,BLT,Services,Transport Services,Logistics Solution Provider
INE1IBY01019,ESSEX,Fast Moving Consumer Goods,Food Products,Seafood
INE0J5801029,JSLL,Consumer Services,Leisure Services,Wellness
INE00RL01028,HILINFRA,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
INE0GV601021,ALLTIME,Consumer Durables,Consumer Durables,Houseware
INE718I01012,JSWCEMENT,Construction Materials,Cement & Cement Products,Cement & Cement Products
INE0YG001013,STARIMAGIN,Healthcare,Healthcare Services,Healthcare Service Provider
INE111601014,ICODEX,Information Technology,IT - Services,IT Enabled Services
INE304W01038,BLUESTONE,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE0MHO01029,REGAAL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE0R8B01010,PATELRMART,Consumer Services,Retailing,Diversified Retail
INE078V01014,VIKRAMSOLR,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE191201016,LGT,Consumer Services,Leisure Services,"Tour, Travel Related Services"
INE1B6101010,SHREEJISPG,Services,Transport Services,Shipping
INE06XZ01023,GEMAROMA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE0PKD01011,MEIL,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE12P601017,GLOBTIER,Information Technology,IT - Services,IT Enabled Services
INE0M3X01010,NISMGMT,Consumer Services,Other Consumer Services,Other Consumer Services
INE01R501028,VIKRAN,Construction,Construction,Civil Construction
INE0Y8W01025,AHCL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0RTI01017,OVAL,Construction,Construction,Civil Construction
INE0P6P01016,CPEDU,Consumer Services,Other Consumer Services,Education
INE15MX01014,ABRIL,Capital Goods,Industrial Products,Other Industrial Products
INE0XX801016,SUGSLLOYD,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE084K01015,AMANTA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0ZN101029,RACHIT,Textiles,Textiles & Apparels,Other Textile Products
INE0ZOM01013,GOELCONS,Construction,Construction,Civil Construction
INE104201012,AUSTERE,Information Technology,IT - Software,Computers - Software & Consulting
INE0UJF01018,SHARVAYA,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0WRP01016,VASHISHTHA,Textiles,Textiles & Apparels,Garments & Apparels
INE0XZB01017,KRUPALU,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE346R01013,NCML,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
INE0V8A01016,KARBON,Construction,Construction,Civil Construction
INE1B3L01017,SHRINGARMS,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE0VOV01021,DEVX,Services,Commercial Services & Supplies,Diversified Commercial Services
INE1DRH01011,CITYSQUARE,Consumer Services,Retailing,Diversified Retail
INE0CAZ01013,URBANCO,Consumer Services,Retailing,E-Retail/ E-Commerce
INE0XBS01012,AIRFLOA,Capital Goods,Industrial Manufacturing,Industrial Products
INE24OJ01011,BUILDPRO,Consumer Services,Retailing,Speciality Retail
INE0TJ801010,LTELEVATOR,Capital Goods,Industrial Manufacturing,Industrial Products
INE198501012,EUROPRATIK,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
INE10XS01012,SAMPAT,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0SJA01013,VMSTMT,Capital Goods,Industrial Products,Iron & Steel Products
INE08PH01015,ABCOTS,Textiles,Textiles & Apparels,Other Textile Products
INE056801025,IVALUE,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE14VP01014,JDCABLES,Capital Goods,Industrial Products,Cables - Electricals
INE1AG301022,GKENERGY,Construction,Construction,Civil Construction
INE13B501022,SAATVIKGL,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE0Z4F01028,ATLANTAELE,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE652V01016,GANESHCP,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE15XJ01010,APPL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE549H01021,ARSSBL,Financial Services,Capital Markets,Stockbroking & Allied
INE1LDV01015,TRUECOLORS,Capital Goods,Industrial Manufacturing,Industrial Products
INE0TY101024,SOLARWORLD,Construction,Construction,Civil Construction
INE04VU01023,STYL,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
INE00YJ01010,JARO,Consumer Services,Other Consumer Services,E-Learning
INE0QMV01017,BHARATROHAN,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE658T01017,WEALTH,Financial Services,Finance,Other Financial Services
INE0YD401026,JAINREC,Metals & Mining,Diversified Metals,Diversified Metals
INE0TI501017,PRARUH,Information Technology,IT - Services,IT Enabled Services
INE1IIQ01028,SOLVEX,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE0MLS01022,EPACKPEB,Capital Goods,Industrial Manufacturing,Industrial Products
INE1KLZ01011,SYSTEMATIC,Capital Goods,Industrial Products,Cables - Electricals
INE0W5Q01017,JUSTO,Realty,Realty,Real Estate related services
INE965W01036,BMWVENTLTD,Metals & Mining,Metals & Minerals Trading,Trading - Metals
INE0SRP01014,TELGE,Construction,Construction,Civil Construction
INE0MWH01014,TRUALT,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE1B4801017,CHTR,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
INE1FF001016,JKIPL,Capital Goods,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles"
INE0SIK01014,GPAPL,Fast Moving Consumer Goods,Food Products,Other Food Products
INE1A8F01035,EARKART,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE0S3G01027,PACEDIGITK,Telecommunication,Telecom - Services,Telecom - Infrastructure
INE18PB01017,BHAVIK,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
INE0S5T01017,RDGAIL,Fast Moving Consumer Goods,Food Products,Other Food Products
INE1PJP01015,MPKSTEELS,Capital Goods,Industrial Products,Iron & Steel Products
INE163701019,KVSCASTING,Capital Goods,Industrial Products,Castings & Forgings
INE14QA01016,AMEENJI,Capital Goods,Industrial Products,Rubber
INE0SPJ01011,DHILLON,Services,Transport Services,Logistics Solution Provider
INE0TQE01026,GLOTTIS,Services,Transport Services,Logistics Solution Provider
INE0HF201011,FABTECH,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE0R8Q01018,OML,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0QU501030,SODHACAP,Financial Services,Capital Markets,Financial Products Distributor
INE12P101018,CHIRAHARIT,Construction,Construction,Civil Construction
INE1B0W01010,ADVANCE,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE1B3501014,ZELIO,Automobile and Auto Components,Automobiles,2/3 Wheelers
INE1BZC01019,OMFREIGHT,Services,Transport Services,Logistics Solution Provider
INE0QP701017,VALPLAST,Construction,Construction,Civil Construction
