instrument_key,symbol,sector,industry,basic_industry
INE832D01020,HINDMILL,Textiles,Textiles & Apparels,Other Textile Products
INE532U01012,ZSOUTGAS,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE881P01013,TECHCON,Services,Commercial Services & Supplies,Consulting Services
INE195A01028,SUPREMEIND,Capital Goods,Industrial Products,Plastic Products - Industrial
INE077P01034,THACKER,Financial Services,Finance,Other Financial Services
INE961E01017,TRADWIN,Consumer Services,Leisure Services,"Tour, Travel Related Services"
INE726E01014,UPHOT,Consumer Services,Leisure Services,Hotels & Resorts
INE710A01016,VSTIND,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
INE804A01025,SWASTIVI,Textiles,Textiles & Apparels,Other Textile Products
INE856D01011,MSLGLOBAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE457N01025,YAMNINV,Financial Services,Finance,Investment Company
INE946K01023,PREMCAP,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE679T01013,ZMILGFIN,Services,Commercial Services & Supplies,Diversified Commercial Services
INE742C01031,JINDRILL,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
INE955S01019,ZARCOLEA,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE175Q01018,KUSUMEL,Services,Commercial Services & Supplies,Trading & Distributors
INE122N01017,JUMBFNL,Services,Commercial Services & Supplies,Diversified Commercial Services
INE302E01014,SAKTHIFIN,Financial Services,Finance,Investment Company
INE407F01018,EASYFIN,Financial Services,Finance,Investment Company
INE065D01027,AEROENTER,Capital Goods,Industrial Products,Iron & Steel Products
INE047E01031,JMDVL,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE747V01014,TVOLCON,Realty,Realty,"Residential, Commercial Projects"
INE705C01020,SHIVATEX,Textiles,Textiles & Apparels,Other Textile Products
INE848D01018,VBDESAI,Financial Services,Finance,Other Financial Services
INE527B01020,QUADRANT,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
INE609B01018,1STCUS,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE344D01018,KAMANWALA,Realty,Realty,"Residential, Commercial Projects"
INE549D01012,WSFX,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
INE096I01021,ANJANIFOODS,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE552N01023,RKDAGRRTL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE635I01018,PARSHWANA,Realty,Realty,"Residential, Commercial Projects"
INE381N01019,RAJVI,Services,Transport Services,Logistics Solution Provider
INE570N01025,MILLENNIUM,Services,Commercial Services & Supplies,Diversified Commercial Services
INE613B01010,ICDSLTD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE477A01020,CANFINHOME,Financial Services,Finance,Housing Finance Company
INE910G01027,MUNCAPM,Financial Services,Capital Markets,Stockbroking & Allied
INE050B01023,IVC,Financial Services,Capital Markets,Asset Management Company
INE721A01047,SHRIRAMFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE121A01024,CHOLAFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE910D01024,BOMTALKIES,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE771Z01015,SAGARSYST,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE088P01015,ICONIKSPEV,Financial Services,Finance,Other Financial Services
INE709A01018,VLSFINANCE,Financial Services,Finance,Investment Company
INE429D01017,INDCEMCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE556D01017,ADMANUM,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE240B01012,MEHIF,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE661M01016,INTRGLB,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE410E01015,MCLTD,Financial Services,Finance,Other Financial Services
INE472C01027,SHRISTI,Realty,Realty,"Residential, Commercial Projects"
INE559D01011,CREST,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE051B01021,VAKRANGEE,Information Technology,IT - Services,IT Enabled Services
INE034B01019,GUJCRED,Financial Services,Finance,Other Financial Services
INE706F01021,SYLPH,Information Technology,IT - Services,IT Enabled Services
INE899D01011,DHARFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE191N01012,ALEXANDER,Diversified,Diversified,Diversified
INE841B01017,INDBANK,Financial Services,Capital Markets,Stockbroking & Allied
INE488C01015,SHRYDUS,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE900A01013,BHARAT,Financial Services,Finance,Other Financial Services
INE707C01018,CAPTRUST,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE697C01011,USHAKIRA,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE380K01017,VIVOBIOT,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
INE882C01035,VEERHEALTH,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE376A01032,PANINDIAC,Financial Services,Finance,Investment Company
INE135C01012,SAHARAHOUS,Financial Services,Finance,Housing Finance Company
INE026C01013,NDASEC,Financial Services,Finance,Other Financial Services
INE533B01028,SUPRATRE,Financial Services,Finance,Other Financial Services
INE777C01011,GSBFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE367A01015,MORARKFI,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE903D01011,MONARCH,Financial Services,Capital Markets,Stockbroking & Allied
INE732K01027,PROFINC,Services,Commercial Services & Supplies,Diversified Commercial Services
INE289C01025,TEAMGTY,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE654D01010,SANCF,Services,Commercial Services & Supplies,Diversified Commercial Services
INE754C01010,CRESCENTIS,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE304E01010,MANTRA,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE425F01028,BEFOUNDMOL,Services,Commercial Services & Supplies,Consulting Services
INE323B01024,AVONMORE,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE212B01011,LIBORDFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE216B01012,YASHMGM,Services,Commercial Services & Supplies,Trading & Distributors
INE420B01036,ARIHANTCAP,Financial Services,Capital Markets,Stockbroking & Allied
INE569B01022,ISLCONSUL,Financial Services,Finance,Other Financial Services
INE891B01012,DCMFINSERV,Financial Services,Finance,Investment Company
INE229D01011,RRFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE417D01020,FEDDERSHOL,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE699B01027,SAMBHAAV,"Media, Entertainment & Publication",Media,Electronic Media
INE234E01027,DJSSS,Financial Services,Finance,Other Financial Services
INE113B01037,OMEGAIN,Information Technology,IT - Software,Software Products
INE309D01011,SUGALDAM,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE027D01019,NETTLINX,Telecommunication,Telecom - Services,Other Telecom Services
INE443D01018,BGIL,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE099G01011,SCANSTL,Metals & Mining,Ferrous Metals,Iron & Steel
INE289B01019,GICHSGFIN,Financial Services,Finance,Housing Finance Company
INE963B01019,MATHEWE,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE759C01027,AJCON,Financial Services,Finance,Other Financial Services
INE953B01010,CHRTEDCA,Financial Services,Finance,Other Financial Services
INE625D01028,STANCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE290E01011,YOGI,Realty,Realty,"Residential, Commercial Projects"
INE717D01023,CUBIFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE452B01013,RELICTEC,Financial Services,Finance,Other Financial Services
INE875B01015,NIMBSPROJ,Realty,Realty,"Residential, Commercial Projects"
INE359A01012,INVIGO,Services,Commercial Services & Supplies,Consulting Services
INE020D01022,BAIDFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE946H01037,VIPULLTD,Realty,Realty,"Residential, Commercial Projects"
INE006C01015,KZLFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE241B01010,MEHSECU,Financial Services,Finance,Other Financial Services
INE239B01014,RFL,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE583D01011,UGROCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE861D01011,SAHLIBHFI,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE195I01013,ABIRAFN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE094E01017,MANSIFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE819K01014,AASTAFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE296G01013,MUTHOOTCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE677D01037,MASTERTR,Financial Services,Capital Markets,Stockbroking & Allied
INE582V01015,ZNILKENG,Services,Commercial Services & Supplies,Diversified Commercial Services
INE886D01026,EFCIL,Services,Commercial Services & Supplies,Diversified Commercial Services
INE754D01018,SOBME,Services,Commercial Services & Supplies,Diversified Commercial Services
INE135H01029,TTGIL,Financial Services,Finance,Other Financial Services
INE967G01019,ZSARACOM,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE837E01019,WINROC,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE767M01029,ASGARD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE603D01017,VEGA,Services,Commercial Services & Supplies,Trading & Distributors
INE393H01016,SKYBIOTECH,Textiles,Textiles & Apparels,Other Textile Products
INE887D01016,TCC,Consumer Services,Retailing,Internet & Catalogue Retail
INE510H01015,ROYALIND,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE195E01020,DHANSAFAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE139J01019,SHYAM,Services,Commercial Services & Supplies,Diversified Commercial Services
INE896J01014,TANDHANIN,Services,Commercial Services & Supplies,Diversified Commercial Services
INE048E01013,WARDHEALTH,Services,Commercial Services & Supplies,Trading & Distributors
INE762D01011,VISVEN,Services,Commercial Services & Supplies,Diversified Commercial Services
INE738D01029,MRUTR,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE945F01025,DECNGOLD,Metals & Mining,Non - Ferrous Metals,Precious Metals
INE628A01036,UPL,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE425H01016,GDIL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE234B01023,CRANESSOFT,Information Technology,IT - Software,Software Products
INE092G01024,SAICOM,Services,Commercial Services & Supplies,Trading & Distributors
INE750G01019,EY,Services,Commercial Services & Supplies,Diversified Commercial Services
INE331E01013,TRIPR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE276H01013,NIDHGRN,Construction Materials,Other Construction Materials,Other Construction Materials
INE461H01011,AVIVA,Services,Commercial Services & Supplies,Trading & Distributors
INE649C01012,ROSEMER,Services,Commercial Services & Supplies,Trading & Distributors
INE436U01016,TWIROST,Services,Commercial Services & Supplies,Diversified Commercial Services
INE529F01035,SIGIND,Services,Commercial Services & Supplies,Trading & Distributors
INE956V01011,KAJALSY,Financial Services,Finance,Other Financial Services
INE758A01072,AVANCE,Information Technology,IT - Software,Software Products
INE808W01012,MLINDLTD,Services,Commercial Services & Supplies,Trading & Distributors
INE123V01018,TERRAREAL,Services,Commercial Services & Supplies,Diversified Commercial Services
INE650K01021,SECURKLOUD,Information Technology,IT - Services,IT Enabled Services
INE365O01028,ABANSENT,Metals & Mining,Metals & Minerals Trading,Trading - Metals
INE968E01012,CAPRICORN,Services,Commercial Services & Supplies,Diversified Commercial Services
INE685D01022,VAMA,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE805D01034,SUNTECK,Realty,Realty,"Residential, Commercial Projects"
INE496M01017,BENTCOM,Services,Commercial Services & Supplies,Diversified Commercial Services
INE798C01017,SILVERO,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE02BR01017,CLASELE,Services,Commercial Services & Supplies,Trading & Distributors
INE730E01016,PRISMMEDI,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE177E01010,SPVGLOBAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE379J01029,VERITAS,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
INE070D01027,JAICORPLTD,Capital Goods,Industrial Products,Plastic Products - Industrial
INE552F01011,ZNIVITRD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE894A01026,ASHCAP,Financial Services,Finance,Other Financial Services
INE895A01023,SVARTCORP,Diversified,Diversified,Diversified
INE553H01015,BAJGLOB,Services,Commercial Services & Supplies,Trading & Distributors
INE471D01019,AVONMERC,Services,Commercial Services & Supplies,Diversified Commercial Services
INE200D01020,MMWL,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE552H01017,TASHIND,Services,Commercial Services & Supplies,Diversified Commercial Services
INE340U01010,AUTOINT,Services,Transport Services,Logistics Solution Provider
INE497M01015,ZSPEEDCO,Financial Services,Finance,Other Financial Services
INE458B01036,BHAGYANGR,Metals & Mining,Non - Ferrous Metals,Copper
INE417N01011,CHMBBRW,Services,Commercial Services & Supplies,Trading & Distributors
INE776V01013,ZMANSOON,Services,Commercial Services & Supplies,Diversified Commercial Services
INE2L3M01012,TYPHOON,Textiles,Textiles & Apparels,Other Textile Products
INE385F01024,SGMART,Metals & Mining,Metals & Minerals Trading,Trading - Metals
INE068C01015,ARAVALIS,Services,Commercial Services & Supplies,Trading & Distributors
INE745A01012,LEXGLOBAL,Financial Services,Finance,Other Financial Services
INE108G01010,CUPIDALBV,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE495M01019,ZSHERAPR,Financial Services,Finance,Other Financial Services
INE664N01018,MAGANTR,Services,Commercial Services & Supplies,Diversified Commercial Services
INE716D01033,CRSL,Information Technology,IT - Services,IT Enabled Services
INE992I01013,STARTECK,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE037B01020,SHARDUL,Financial Services,Capital Markets,Stockbroking & Allied
INE017I01027,SERA,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE523W01017,BENGALS,Capital Goods,Industrial Products,Iron & Steel Products
INE728J01019,UNIWSEC,Textiles,Textiles & Apparels,Other Textile Products
INE319T01016,MERCTRD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE242B01018,NIRAVCOM,Services,Commercial Services & Supplies,Trading & Distributors
INE416X01012,WHITHAL,Services,Commercial Services & Supplies,Diversified Commercial Services
INE508W01018,ASUTENT,Services,Commercial Services & Supplies,Trading & Distributors
INE412D01013,APOLLOFI,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE0HMN01013,ESQRMON,Services,Commercial Services & Supplies,Diversified Commercial Services
INE993I01029,ENBETRD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE162L01017,GANONPRO,Services,Commercial Services & Supplies,Trading & Distributors
INE07LH01016,DEVITRD,Financial Services,Finance,Other Financial Services
INE564J01026,SHRJAGP,Capital Goods,Industrial Products,Packaging
INE281B01032,LLOYDSME,Metals & Mining,Minerals & Mining,Industrial Minerals
INE07NX01019,PUNCTRD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE080I01025,LLOYDSENT,Metals & Mining,Metals & Minerals Trading,Trading - Metals
INE765L01017,BETXIND,Textiles,Textiles & Apparels,Other Textile Products
INE661K01010,VIRYA,Realty,Realty,"Residential, Commercial Projects"
INE977F01010,DHANCOT,Services,Commercial Services & Supplies,Trading & Distributors
INE876A01023,OASISEC,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE590B01010,GARNETINT,Financial Services,Finance,Investment Company
INE435E01020,SHALPRO,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
INE721V01019,MEENST,Capital Goods,Industrial Products,Iron & Steel Products
INE442U01014,VARUNME,Services,Commercial Services & Supplies,Diversified Commercial Services
INE132V01019,VINVANI,Services,Commercial Services & Supplies,Diversified Commercial Services
INE668D01028,DONEAR,Textiles,Textiles & Apparels,Other Textile Products
INE091C01017,SUPER,Textiles,Textiles & Apparels,Other Textile Products
INE807F01027,VIYASH,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE655A01013,STCINDIA,Services,Commercial Services & Supplies,Trading & Distributors
INE058B01018,ZENITHEXPO,Consumer Durables,Consumer Durables,Leather And Leather Products
INE080B01012,KOHINOOR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE581D01015,NEELKANTH,Services,Commercial Services & Supplies,Trading & Distributors
INE871C01038,AVANTIFEED,Fast Moving Consumer Goods,Food Products,Animal Feed
INE077B01018,ZODJRDMKJ,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE579D01019,SITAENT,Services,Commercial Services & Supplies,Trading & Distributors
INE183U01022,PULSRIN,Services,Commercial Services & Supplies,Trading & Distributors
INE348N01042,MANBRO,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE681C01015,KEYFINSERV,Financial Services,Capital Markets,Stockbroking & Allied
INE423A01024,ADANIENT,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
INE307N01014,ASTALLTD,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE772B01014,HARIAEXPO,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE474E01029,BHANDARI,Textiles,Textiles & Apparels,Other Textile Products
INE629C01014,RLF,Textiles,Textiles & Apparels,Other Textile Products
INE769D01016,REGENTRP,Services,Commercial Services & Supplies,Trading & Distributors
INE231G01010,ORBTEXP,Textiles,Textiles & Apparels,Other Textile Products
INE104E01014,SAVERA,Consumer Services,Leisure Services,Hotels & Resorts
INE114E01013,CHROME,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
INE987E01012,ZJEETMAC,Services,Commercial Services & Supplies,Trading & Distributors
INE725A01030,NAVA,Power,Power,Power Generation
INE582K01018,ZHINUDYP,Capital Goods,Industrial Manufacturing,Industrial Products
INE158G01015,REMIEDEL,Capital Goods,Industrial Products,Iron & Steel Products
INE736H01024,GSAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE360D01014,TRANSFRE,Capital Goods,Industrial Products,Iron & Steel Products
INE386D01027,SBCL,Capital Goods,Industrial Products,Iron & Steel Products
INE524B01027,GANDHITUBE,Capital Goods,Industrial Products,Iron & Steel Products
INE991A01020,AMFORG,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE173M01012,ONIXSOLAR,Metals & Mining,Non - Ferrous Metals,Copper
INE730A01022,ORICONENT,Capital Goods,Industrial Products,Packaging
INE950D01012,ACROW,Capital Goods,Industrial Products,Iron & Steel Products
INE205F01016,STLSTRINF,Realty,Realty,"Residential, Commercial Projects"
INE932A01024,PENIND,Capital Goods,Industrial Manufacturing,Industrial Products
INE197A01024,JYOTISTRUC,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE289D01015,JAYUSH,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE802C01033,SSWL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE993A01026,MANINDS,Capital Goods,Industrial Products,Iron & Steel Products
INE611C01020,IMEC,Services,Commercial Services & Supplies,Consulting Services
INE001F01019,MDRNSTL,Capital Goods,Industrial Products,Iron & Steel Products
INE363L01045,BELDING,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE145J01032,GUJTLRM,Capital Goods,Industrial Products,Plastic Products - Industrial
INE298G01035,AJMERA,Realty,Realty,"Residential, Commercial Projects"
INE105D01013,COCHINM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE072A01029,INDIAHOMES,Realty,Realty,"Residential, Commercial Projects"
INE013J01016,KVFORGE,Capital Goods,Industrial Products,Castings & Forgings
INE120A01034,CARBORUNIV,Capital Goods,Industrial Products,Abrasives & Bearings
INE123F01029,MMTC,Services,Commercial Services & Supplies,Trading & Distributors
INE457E01016,VALLABHSQ,Capital Goods,Industrial Products,Iron & Steel Products
INE728B01032,SMFIL,Capital Goods,Industrial Products,Castings & Forgings
INE373E01015,BLOIN,Capital Goods,Industrial Products,Iron & Steel Products
INE501L01024,MAITRI,Metals & Mining,Non - Ferrous Metals,Aluminium
INE640C01011,SHAHALLOYS,Capital Goods,Industrial Products,Iron & Steel Products
INE594D01018,ELANGO,Capital Goods,Industrial Products,Iron & Steel Products
INE791E01018,KANSHST,Capital Goods,Industrial Products,Iron & Steel Products
INE257F01017,MAHALXSE,Capital Goods,Industrial Products,Iron & Steel Products
INE658D01011,SIMPLEXCAS,Capital Goods,Industrial Products,Other Industrial Products
INE387D01025,SSWRL,Capital Goods,Industrial Products,Iron & Steel Products
INE235U01012,SIZEMASTER,Metals & Mining,Non - Ferrous Metals,Zinc
INE308N01012,SOUTHMG,Metals & Mining,Minerals & Mining,Industrial Minerals
INE927K01023,BAROEXT,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE276I01011,GUJCONT,Capital Goods,Industrial Products,Packaging
INE314G01014,KALYANIFRG,Capital Goods,Industrial Products,Castings & Forgings
INE798F01010,PANCHMAHQ,Capital Goods,Industrial Products,Iron & Steel Products
INE570B01012,ADITYA,Capital Goods,Industrial Products,Iron & Steel Products
INE124E01038,STEELCAS,Capital Goods,Industrial Products,Castings & Forgings
INE450D01021,PITTIENG,Capital Goods,Industrial Manufacturing,Industrial Products
INE741B01027,GLITTEKG,Construction Materials,Other Construction Materials,Other Construction Materials
INE770A01010,PRADPME,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE207H01018,GNRL,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
INE176E01012,TNSTLTU,Capital Goods,Industrial Products,Iron & Steel Products
INE277E01026,MSCTC,Metals & Mining,Non - Ferrous Metals,Copper
INE385M01012,SHRDAIS,Capital Goods,Industrial Products,Iron & Steel Products
INE451L01014,MAHASTEEL,Capital Goods,Industrial Products,Iron & Steel Products
INE608C01026,NOVIS,Capital Goods,Industrial Products,Iron & Steel Products
INE067E01013,STERPOW,Capital Goods,Industrial Manufacturing,Industrial Products
INE617C01027,FFPL,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
INE531E01026,HINDCOPPER,Metals & Mining,Non - Ferrous Metals,Copper
INE463D01016,TULSYAN,Capital Goods,Industrial Products,Iron & Steel Products
INE197C01012,AXELPOLY,Capital Goods,Industrial Products,Plastic Products - Industrial
INE589A01014,NLCINDIA,Power,Power,Power Generation
INE848B01012,SPECTRA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE434C01027,KAJARIR,Metals & Mining,Ferrous Metals,Iron & Steel
INE584G01012,SOLIDSTON,Construction Materials,Other Construction Materials,Other Construction Materials
INE960A01017,SHILGRAVQ,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
INE146C01019,WHITEORG,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE614F01019,MFSINTRCRP,Capital Goods,Industrial Products,Iron & Steel Products
INE210C01013,AROGRANITE,Consumer Durables,Consumer Durables,Granites & Marbles
INE723D01021,RUDRAECO,Textiles,Textiles & Apparels,Other Textile Products
INE376L01013,RAJKSYN,Textiles,Textiles & Apparels,Other Textile Products
INE272C01013,DEEPAKSP,Textiles,Textiles & Apparels,Other Textile Products
INE970D01010,LOYALTEX,Textiles,Textiles & Apparels,Other Textile Products
INE049A01027,HIMATSEIDE,Textiles,Textiles & Apparels,Other Textile Products
INE594B01012,BSL,Textiles,Textiles & Apparels,Other Textile Products
INE229N01010,NEWTRAC,Services,Commercial Services & Supplies,Trading & Distributors
INE501F01018,PBMPOLY,Textiles,Textiles & Apparels,Other Textile Products
INE207C01019,ADINATH,Textiles,Textiles & Apparels,Other Textile Products
INE132C01027,SURYALA,Textiles,Textiles & Apparels,Other Textile Products
INE592B01024,TTL,Textiles,Textiles & Apparels,Other Textile Products
INE192B01031,WELSPUNLIV,Textiles,Textiles & Apparels,Other Textile Products
INE862B01013,INDIANACRY,Chemicals,Chemicals & Petrochemicals,Petrochemicals
INE845D01014,GANECOS,Textiles,Textiles & Apparels,Other Textile Products
INE760J01012,CEETAIN,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE835A01029,VARDMNPOLY,Textiles,Textiles & Apparels,Other Textile Products
INE351D01013,RISHYRN,Textiles,Textiles & Apparels,Other Textile Products
INE761G01016,BLACKROSE,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE110Q01023,STCORP,Textiles,Textiles & Apparels,Other Textile Products
INE235C01036,SUMEETINDS,Textiles,Textiles & Apparels,Other Textile Products
INE410D01017,RAMGOPOLY,Services,Commercial Services & Supplies,Trading & Distributors
INE495C01010,SANGAMIND,Textiles,Textiles & Apparels,Other Textile Products
INE664X01025,TTLEL,Services,Commercial Services & Supplies,Trading & Distributors
INE874A01010,MKVENTURES,Financial Services,Finance,Investment Company
INE979D01011,KUSHIND,Textiles,Textiles & Apparels,Other Textile Products
INE377C01010,SRECR,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE899E01019,SURBHIN,Textiles,Textiles & Apparels,Other Textile Products
INE707B01010,SEASONST,Textiles,Textiles & Apparels,Other Textile Products
INE106C01013,ZENIFIB,Textiles,Textiles & Apparels,Other Textile Products
INE436C01014,BHILSPIN,Textiles,Textiles & Apparels,Other Textile Products
INE273D01027,VGL,Textiles,Textiles & Apparels,Other Textile Products
INE589J01015,SANTETX,Textiles,Textiles & Apparels,Other Textile Products
INE440A01010,ASHIMASYN,Textiles,Textiles & Apparels,Other Textile Products
INE156C01018,PIONEEREMB,Textiles,Textiles & Apparels,Other Textile Products
INE660D01017,VIPPYSP,Textiles,Textiles & Apparels,Other Textile Products
INE156E01014,JAIHIND,Textiles,Textiles & Apparels,Other Textile Products
INE969C01022,RAGHUSYN,Textiles,Textiles & Apparels,Other Textile Products
INE722N01014,JATTAINDUS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE535C01013,KAMADGIRI,Textiles,Textiles & Apparels,Other Textile Products
INE814D01010,OMNITEX,Textiles,Textiles & Apparels,Other Textile Products
INE790C01014,PATSPINLTD,Textiles,Textiles & Apparels,Other Textile Products
INE670O01013,ONEGLOBAL,Healthcare,Healthcare Services,Healthcare Service Provider
INE216I01017,NEOINFRA,Realty,Realty,"Residential, Commercial Projects"
INE194N01016,CCME,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
INE784B01035,WINSOME,Textiles,Textiles & Apparels,Other Textile Products
INE309M01020,PREMIERPOL,Capital Goods,Industrial Products,Plastic Products - Industrial
INE339D01034,EVERFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE078T01026,KRRAIL,Construction,Construction,Civil Construction
INE564C01013,YARNSYN,Services,Commercial Services & Supplies,Trading & Distributors
INE004C01028,GUJCOTEX,Textiles,Textiles & Apparels,Other Textile Products
INE340D01016,GARWSYN,Services,Commercial Services & Supplies,Trading & Distributors
INE638N01012,ECOHOTELS,Consumer Services,Leisure Services,Hotels & Resorts
INE305D01019,SARUPINDUS,Consumer Durables,Consumer Durables,Footwear
INE114D01015,OXFORDIN,Textiles,Textiles & Apparels,Other Textile Products
INE370D01013,MANORG,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE074C01013,HINDADH,Capital Goods,Industrial Products,Plastic Products - Industrial
INE439N01031,BPAGRI,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE009C01019,SRIKPRIND,Capital Goods,Industrial Products,Plastic Products - Industrial
INE577D01013,JYOTIRES,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE112D01035,MHLXMIRU,Textiles,Textiles & Apparels,Other Textile Products
INE410M01018,SOUTLAT,Textiles,Textiles & Apparels,Other Textile Products
INE837B01031,WINSOMTX,Textiles,Textiles & Apparels,Other Textile Products
INE219W01012,MODINSU,Capital Goods,Electrical Equipment,Other Electrical Equipment
